Segment,Ship Mode,Region,Order Priority,Sales,Quantity,Discount,Profit,Shipping Cost,TotalSale,SalesAfterDiscount
Corporate,Standard Class,Central,Medium,194.4,3,0.1,23.76,12.13,583.2,524.88
Corporate,Standard Class,Central,Medium,177.66,7,0,58.59,12.05,1243.62,1243.62
Corporate,Standard Class,North Asia,Medium,167.34,2,0,81.96,11.65,334.68,334.68
Corporate,Standard Class,Central,Medium,143.1,2,0,5.7,11.32,286.2,286.2
Corporate,Standard Class,Oceania,Medium,117.13,9,0.4,-23.54,10.94,1054.134,632.48
Consumer,Second Class,Central Asia,Medium,109.62,7,0,36.12,10.91,767.34,767.34
Corporate,Standard Class,North Asia,Medium,94.8,2,0,22.74,9.71,189.6,189.6
Consumer,Standard Class,North Asia,Medium,144.42,1,0,18.75,8.92,144.42,144.42
Corporate,Standard Class,North Asia,Medium,122.13,3,0,17.01,7.48,366.39,366.39
Consumer,Standard Class,Oceania,High,61.32,4,0,17.76,5.26,245.28,245.28
Corporate,Standard Class,Oceania,Medium,81.32,3,0.4,-24.43,5.02,243.972,146.38
Corporate,Standard Class,Oceania,Medium,105.84,6,0.4,-23.04,4.99,635.04,381.02
Consumer,Standard Class,Central,High,108.77,4,0.4,-58.03,4.89,435.072,261.04
Consumer,Standard Class,Africa,Medium,63.87,1,0,20.43,4.6,63.87,63.87
Corporate,Standard Class,Oceania,Medium,87.03,5,0.4,-27.57,4.2,435.15,261.09
Corporate,First Class,Caribbean,High,23.62,2,0.2,-5.62,3.92,47.232,37.79
Consumer,Standard Class,Africa,Medium,44.1,6,0,13.5,3.04,264.6,264.6
Consumer,First Class,Southeast Asia,Medium,19.29,1,0.27,4.47,3.03,19.2939,14.08
Consumer,First Class,South,Medium,55.65,5,0,3.75,3.02,278.25,278.25
Consumer,Second Class,East,High,12.24,6,0,5.75,2.7,73.44,73.44
Corporate,Standard Class,North,High,22.64,2,0,5.4,2.53,45.28,45.28
Corporate,Standard Class,Africa,Medium,102.48,8,0,35.76,2.53,819.84,819.84
Corporate,Standard Class,EMEA,High,17.85,1,0,1.41,2.4,17.85,17.85
Consumer,Second Class,East,High,13.98,2,0,6.01,2.22,27.96,27.96
Consumer,Standard Class,Africa,Medium,28.98,2,0.7,-56.04,2.21,57.96,17.39
Consumer,Standard Class,Caribbean,Medium,37.68,3,0.2,-0.48,2.15,113.04,90.43
Consumer,Standard Class,Central,Medium,26.22,3,0,12.32,2.15,78.66,78.66
Consumer,Standard Class,Caribbean,Medium,22.13,3,0.2,7.97,1.86,66.384,53.11
Consumer,Standard Class,South,Medium,23.76,2,0,4.74,1.78,47.52,47.52
Consumer,Standard Class,Africa,Medium,37.83,1,0.7,-66.84,1.57,37.827,11.35
Consumer,Standard Class,Africa,Medium,40.25,1,0.7,-81.85,1.55,40.248,12.07
Corporate,Standard Class,East,High,17.94,3,0,3.05,1.54,53.82,53.82
Consumer,Standard Class,South,Medium,86.94,6,0,28.62,1.35,521.64,521.64
Consumer,Standard Class,Central,Medium,17.22,3,0,7.92,1.3,51.66,51.66
Consumer,First Class,Southeast Asia,Medium,11.59,3,0.47,-4.61,1.25,34.7733,18.43
Consumer,Standard Class,Central,Medium,17.34,3,0,8.5,1.24,52.02,52.02
Corporate,Standard Class,North,High,39.8,2,0,5.96,1.14,79.6,79.6
Corporate,Standard Class,Oceania,Medium,10.08,2,0.4,-3.06,0.91,20.16,12.1
Corporate,Second Class,Central,Medium,13.05,1,0,4.68,0.86,13.05,13.05
Consumer,Standard Class,South,Medium,11.82,2,0,4.2,0.64,23.64,23.64
Corporate,Standard Class,Africa,Medium,15.57,1,0,4.65,0.59,15.57,15.57
Corporate,Standard Class,North,High,25.32,2,0,4.28,0.42,50.64,50.64
Corporate,Standard Class,West,Medium,2.48,2,0,1.17,0.22,4.96,4.96
Consumer,First Class,Africa,High,690.48,4,0,213.96,97.13,2761.92,2761.92
Consumer,First Class,Africa,High,333.6,2,0,40.02,70.89,667.2,667.2
Consumer,First Class,Africa,High,246.84,4,0,17.16,22,987.36,987.36
Corporate,First Class,Central,Medium,34.02,3,0,16.67,1.19,102.06,102.06
Consumer,First Class,North,Critical,1293.68,5,0.5,-776.32,274.58,6468.375,3234.19
Consumer,Standard Class,North,High,1321.92,6,0.2,33,181.12,7931.52,6345.22
Corporate,Second Class,Southeast Asia,Medium,1181.03,5,0.15,138.83,167.74,5905.1625,5019.39
Consumer,Standard Class,East,Medium,1018.1,4,0.4,-373.3,81.27,4072.416,2443.45
Consumer,First Class,Central,Critical,197.19,7,0,7.77,38.65,1380.33,1380.33
Corporate,Standard Class,EMEA,High,210.24,4,0,56.76,29.32,840.96,840.96
Consumer,First Class,North,Critical,163.62,6,0.5,-6.66,29.13,981.72,490.86
Corporate,Second Class,Southeast Asia,Medium,206.35,3,0.25,-52.31,28.06,619.0425,464.28
Consumer,First Class,Central,Critical,88.47,3,0,18.54,23.18,265.41,265.41
Corporate,Standard Class,EMEA,High,196.2,1,0,58.86,22.96,196.2,196.2
Consumer,Standard Class,North,High,193.18,13,0,67.6,18.72,2511.34,2511.34
Corporate,Standard Class,EMEA,High,95.76,6,0,5.58,9.48,574.56,574.56
Consumer,Standard Class,North,High,53.22,1,0,26.6,5.53,53.22,53.22
Consumer,Standard Class,Central,Medium,79.29,3,0,1.53,4.14,237.87,237.87
Corporate,First Class,Southeast Asia,Medium,406.29,8,0.27,-89.07,86.67,3250.3104,2372.73
Corporate,First Class,Southeast Asia,Medium,1144.2,8,0.17,206.76,68.89,9153.6384,7597.52
Corporate,Standard Class,North Asia,High,414.9,5,0,124.35,48.74,2074.5,2074.5
Corporate,Standard Class,North Asia,High,505.08,3,0,15.12,44.29,1515.24,1515.24
Consumer,Second Class,EMEA,Medium,185.28,4,0,48.12,20.18,741.12,741.12
Corporate,Standard Class,Canada,Low,116.28,6,0,54.54,14.96,697.68,697.68
Corporate,Second Class,North,Critical,54.24,4,0,11.88,12.14,216.96,216.96
Corporate,Standard Class,Caribbean,Medium,123.24,3,0,33.24,11.52,369.72,369.72
Corporate,First Class,Southeast Asia,Medium,95.27,2,0.17,30.95,11.44,190.5348,158.14
Consumer,Second Class,Oceania,High,47.41,2,0.1,19.45,8.13,94.824,85.34
Corporate,Standard Class,EMEA,Medium,139.68,8,0,57.12,7.09,1117.44,1117.44
Consumer,Second Class,EMEA,Medium,58.56,2,0,2.88,6.61,117.12,117.12
Corporate,Standard Class,Southeast Asia,Medium,49.51,6,0.47,-10.43,6.18,297.0756,157.45
Corporate,Standard Class,South,High,49.3,3,0.6,-40.7,5.19,147.888,59.16
Corporate,First Class,Southeast Asia,Medium,111.33,1,0.17,41.58,4.4,111.3279,92.4
Corporate,First Class,Southeast Asia,Medium,38.59,2,0.27,8.95,4.12,77.1756,56.34
Consumer,Second Class,Oceania,High,41.72,5,0.1,-0.58,2.5,208.575,187.72
Corporate,Standard Class,Canada,Low,13.56,1,0,2.97,2.12,13.56,13.56
Corporate,Standard Class,EMEA,Medium,12.1,2,0.6,-7.28,1.17,24.192,9.68
Corporate,Second Class,East,Medium,77.24,5,0.2,7.72,1.15,386.2,308.96
Corporate,Standard Class,Central,Medium,421.96,14,0,143.36,25.86,5907.44,5907.44
Corporate,Standard Class,EMEA,High,252.83,4,0.7,-379.33,21.07,1011.312,303.39
Consumer,First Class,South,High,54.54,7,0.6,-28.76,16.14,381.808,152.72
Corporate,Standard Class,EMEA,High,138.43,1,0.7,-318.41,15.35,138.429,41.53
Consumer,First Class,Central,Medium,81.82,7,0.4,-1.48,14.13,572.712,343.63
Corporate,Standard Class,EMEA,High,73.22,2,0.7,-114.76,7.53,146.448,43.93
Corporate,Standard Class,Central Asia,Medium,55.92,4,0,27.96,1.31,223.68,223.68
Corporate,First Class,Central Asia,High,527.31,9,0,194.94,155.98,4745.79,4745.79
Consumer,Standard Class,Central Asia,Medium,950.4,4,0,171,83.61,3801.6,3801.6
Consumer,Standard Class,Central,Medium,548.5,3,0.5,-427.9,46.81,1645.515,822.76
Corporate,Standard Class,North Asia,Medium,223.2,3,0,69.12,16.12,669.6,669.6
Consumer,Standard Class,Central Asia,Medium,194.64,4,0,42.72,13.27,778.56,778.56
Corporate,First Class,EMEA,High,49.85,2,0.6,-47.41,13.17,99.696,39.88
Consumer,Standard Class,Oceania,Medium,190.51,4,0.1,65.59,11.98,762.048,685.84
Corporate,Standard Class,South,Medium,132.84,3,0,29.22,9.74,398.52,398.52
Corporate,Standard Class,East,Medium,142.04,4,0,38.35,7.23,568.16,568.16
Corporate,Second Class,North,High,140.52,3,0,2.76,7.06,421.56,421.56
Corporate,Standard Class,Africa,Medium,88.26,2,0,36.18,3.73,176.52,176.52
Consumer,Second Class,South,Medium,23.85,5,0,10.2,3.35,119.25,119.25
Consumer,Standard Class,Central,Medium,35.64,3,0,8.91,3.06,106.92,106.92
Consumer,Standard Class,Central,Medium,26.82,3,0,5.85,2.42,80.46,80.46
Corporate,First Class,EMEA,High,9.2,1,0.6,-8.77,2.24,9.204,3.68
Corporate,Standard Class,Africa,Medium,51.84,1,0,7.77,1.93,51.84,51.84
Consumer,Standard Class,Central,Medium,27.54,3,0.5,-7.74,1.9,82.62,41.31
Consumer,Standard Class,Central,Medium,33.3,6,0.5,-17.46,1.68,199.8,99.9
Corporate,Standard Class,West,Medium,12.83,2,0.2,4.33,1.09,25.664,20.53
Corporate,Standard Class,Africa,Medium,13.38,1,0,3.21,1.04,13.38,13.38
Corporate,First Class,EMEA,High,4.42,1,0.6,-4.97,0.59,4.416,1.77
Corporate,Standard Class,East,Medium,14.67,3,0,6.01,0.57,44.01,44.01
Consumer,First Class,Southeast Asia,Medium,16.5,2,0,2.64,0.46,33,33
Corporate,First Class,Central Asia,High,1607.76,6,0,482.22,286.74,9646.56,9646.56
Corporate,Second Class,Oceania,High,1921.97,6,0.1,704.63,190,11531.808,10378.63
Corporate,First Class,Central Asia,High,569.88,4,0,5.64,106.94,2279.52,2279.52
Corporate,First Class,Central Asia,High,334.68,4,0,83.64,63.87,1338.72,1338.72
Corporate,Standard Class,Southeast Asia,Medium,691.47,2,0.27,28.41,51.54,1382.9412,1009.55
Consumer,Standard Class,Caribbean,Medium,606.9,5,0,285.2,46.24,3034.5,3034.5
Corporate,First Class,Central Asia,High,179.82,9,0,68.31,32.15,1618.38,1618.38
Consumer,Standard Class,Caribbean,Medium,497.64,6,0,238.8,28,2985.84,2985.84
Consumer,Standard Class,North,Medium,115.92,3,0,49.8,10.26,347.76,347.76
Consumer,First Class,South,Medium,454.24,4,0,127.12,7.88,1816.96,1816.96
Consumer,Standard Class,West,Medium,46.69,4,0.2,-2.92,4.29,186.752,149.4
Consumer,Standard Class,South,Medium,85.12,8,0,40.8,3.97,680.96,680.96
Consumer,Standard Class,North,Medium,34.98,3,0,9.06,3.03,104.94,104.94
Consumer,Standard Class,Africa,Medium,50.01,1,0,0.48,2.83,50.01,50.01
Corporate,Standard Class,Africa,Medium,47.49,1,0,3.78,1.69,47.49,47.49
Consumer,First Class,South,Medium,7.98,3,0,2.7,1.59,23.94,23.94
Corporate,Second Class,Oceania,High,17.44,2,0.1,7.72,1.52,34.884,31.4
Consumer,Standard Class,Caribbean,Medium,16.82,1,0.7,-12.9,1.48,16.818,5.05
Consumer,Standard Class,Africa,Medium,12.81,1,0,4.47,1.27,12.81,12.81
Corporate,First Class,Central Asia,High,39.6,3,0,12.6,1.16,118.8,118.8
Consumer,First Class,South,Medium,16.48,2,0,3.44,0.79,32.96,32.96
Consumer,Standard Class,Caribbean,Medium,15.73,2,0.7,-10.51,0.32,31.464,9.44
Consumer,Standard Class,Southeast Asia,Medium,2266.15,5,0.47,-0.05,190.79,11330.7375,6005.29
Consumer,Standard Class,South,Low,495.42,3,0,99.06,59.47,1486.26,1486.26
Consumer,Standard Class,South,Low,398.52,3,0,191.28,54.04,1195.56,1195.56
Consumer,Standard Class,South,Low,49.42,7,0,4.34,5.63,345.94,345.94
Consumer,Standard Class,South,High,31.33,4,0.6,-25.07,3.68,125.312,50.12
Consumer,Standard Class,North,Medium,932.99,4,0.2,314.83,74.78,3731.968,2985.57
Corporate,Standard Class,Southeast Asia,Medium,316.3,5,0.45,-241.54,28.83,1581.525,869.84
Corporate,Standard Class,Central,Medium,364.74,3,0,47.4,24.64,1094.22,1094.22
Corporate,Standard Class,EMEA,Medium,298.8,6,0,35.82,19.45,1792.8,1792.8
Corporate,Second Class,Africa,High,71.34,1,0,9.96,11.29,71.34,71.34
Corporate,Standard Class,Southeast Asia,Medium,78.51,3,0.45,-24.27,7.84,235.521,129.54
Corporate,Standard Class,North,High,50.52,2,0.5,-21.24,6.27,101.04,50.52
Corporate,Standard Class,Southeast Asia,Medium,80.24,3,0.45,-48.19,5.18,240.7185,132.4
Corporate,Standard Class,Oceania,High,61.7,5,0.1,2,4.75,308.475,277.63
Consumer,Standard Class,South,Medium,76.92,2,0,13.04,4.58,153.84,153.84
Consumer,Standard Class,West,High,39.92,2,0.2,12.97,3.34,79.84,63.87
Corporate,Standard Class,Oceania,High,18.9,1,0.1,3.99,2.45,18.9,17.01
Consumer,First Class,North Asia,High,3038.64,8,0,1245.84,371.51,24309.12,24309.12
Corporate,Standard Class,Central,Medium,1281.75,5,0,499.8,123.36,6408.75,6408.75
Corporate,Second Class,Central,Critical,451.6,4,0,4.48,110.63,1806.4,1806.4
Corporate,Standard Class,Africa,High,527.46,2,0,226.8,95.75,1054.92,1054.92
Consumer,Standard Class,EMEA,Low,463.68,1,0,194.73,90.16,463.68,463.68
Consumer,First Class,EMEA,High,512.7,2,0,199.92,77.92,1025.4,1025.4
Consumer,Standard Class,West,Low,438.37,4,0.2,38.36,72.71,1753.472,1402.78
Consumer,Standard Class,Southeast Asia,Medium,1001.14,3,0.27,-233.21,64.68,3003.4098,2192.49
Corporate,Standard Class,North,Medium,674.4,4,0,303.48,45.86,2697.6,2697.6
Corporate,Standard Class,Central,High,224.4,5,0,71.7,29.21,1122,1122
Consumer,Standard Class,West,Low,133.47,4,0.2,15.02,23.22,533.888,427.11
Consumer,First Class,North Asia,High,1214.22,7,0,339.78,22.12,8499.54,8499.54
Consumer,Standard Class,Southeast Asia,Medium,192.13,4,0.17,4.57,18.47,768.5136,637.87
Consumer,Standard Class,Central,Medium,244.35,5,0,70.8,18.36,1221.75,1221.75
Corporate,Standard Class,Central,Medium,170.46,3,0,25.56,16.82,511.38,511.38
Corporate,Standard Class,Central,Medium,213.57,7,0,91.77,16.36,1494.99,1494.99
Consumer,Standard Class,Africa,High,159.07,2,0.7,-190.91,16.33,318.132,95.44
Consumer,Standard Class,EMEA,High,127.47,1,0,1.26,15.08,127.47,127.47
Corporate,Standard Class,Central Asia,Medium,169.29,9,0,65.88,12.46,1523.61,1523.61
Consumer,Standard Class,West,Low,139.94,7,0.2,-31.49,11.89,979.608,783.69
Consumer,First Class,EMEA,High,30.69,1,0,14.1,8.6,30.69,30.69
Consumer,First Class,Central,Medium,73.53,3,0,29.34,8.19,220.59,220.59
Consumer,Standard Class,Southeast Asia,Low,54.44,2,0.47,-33.94,7.78,108.8832,57.71
Consumer,Standard Class,EMEA,Low,85.68,6,0,39.24,7.77,514.08,514.08
Consumer,Standard Class,Africa,Low,58.98,2,0,12.36,7.57,117.96,117.96
Corporate,Second Class,Central,High,118.58,1,0.15,13.94,7.5,118.575,100.79
Consumer,First Class,North Asia,High,20.7,3,0,3.06,6.29,62.1,62.1
Corporate,Standard Class,Africa,High,31.95,1,0,11.82,5.81,31.95,31.95
Consumer,First Class,EMEA,High,30.45,1,0,15.21,5.79,30.45,30.45
Consumer,Standard Class,Caribbean,Medium,75.68,4,0,4.48,5.42,302.72,302.72
Consumer,Standard Class,EMEA,Medium,51.37,1,0.6,-75.8,5.21,51.372,20.55
Consumer,Standard Class,Caribbean,Medium,132.84,3,0,29.22,5.19,398.52,398.52
Corporate,Second Class,Central,Critical,21.36,2,0,0.2,5.12,42.72,42.72
Corporate,Standard Class,Africa,Medium,44.8,1,0.7,-77.66,4.92,44.802,13.44
Consumer,First Class,North Asia,High,14.4,3,0,4.86,4.45,43.2,43.2
Consumer,Standard Class,Central,Medium,85.59,2,0.1,2.85,4.42,171.18,154.06
Consumer,Standard Class,Central,Medium,64.75,5,0,29.14,3.8,323.75,323.75
Consumer,First Class,North Asia,High,32.64,1,0,1.95,3.54,32.64,32.64
Consumer,Standard Class,Central,Medium,83.34,3,0,14.13,2.73,250.02,250.02
Consumer,Standard Class,Central,Medium,109.92,2,0,38.46,2.56,219.84,219.84
Corporate,Standard Class,Central,Medium,41.4,4,0,19.87,2.49,165.6,165.6
Corporate,Standard Class,North,Medium,95.76,7,0,33.39,2.14,670.32,670.32
Corporate,Standard Class,North,Medium,34.02,3,0,16.29,1.64,102.06,102.06
Consumer,Standard Class,Oceania,Medium,15.98,4,0.4,-0.82,1.43,63.936,38.36
Corporate,Standard Class,Central,Medium,29.79,3,0,12.51,1.32,89.37,89.37
Consumer,Standard Class,Central,Medium,13.68,2,0,2.82,1.26,27.36,27.36
Consumer,Standard Class,Oceania,Medium,23.62,4,0.4,-10.7,1.11,94.464,56.68
Consumer,Standard Class,Southeast Asia,Medium,21.59,2,0.47,-13.45,0.91,43.1844,22.89
Corporate,Standard Class,EMEA,Medium,16.12,1,0.6,-19.34,0.75,16.116,6.45
Corporate,Standard Class,Central,Medium,3.75,1,0,1.8,0.11,3.75,3.75
Corporate,First Class,Southeast Asia,Medium,49.3,3,0.45,-18.83,0.03,147.906,81.35
Corporate,Second Class,North Asia,High,1860,4,0,316.2,209.07,7440,7440
Consumer,Standard Class,Oceania,Medium,2050.49,6,0.4,-512.71,146.82,12302.928,7381.76
Consumer,Standard Class,North,High,682.5,5,0,197.85,113.33,3412.5,3412.5
Corporate,First Class,Africa,Critical,280.87,8,0.7,-430.73,111.07,2246.976,674.09
Corporate,Standard Class,Central,Low,735.05,4,0.1,-32.71,110.67,2940.192,2646.17
Corporate,Second Class,Central,High,1000.98,6,0,280.26,88.72,6005.88,6005.88
Corporate,Second Class,Central,High,492.3,10,0,196.8,81.34,4923,4923
Corporate,Standard Class,EMEA,Medium,870.24,1,0,304.56,78.27,870.24,870.24
Consumer,Standard Class,Southeast Asia,High,677.64,2,0.07,211.26,70.09,1355.2704,1260.4
Corporate,Standard Class,Central,High,396.41,2,0.4,-125.55,60.67,792.816,475.69
Consumer,Standard Class,Central Asia,Medium,787.92,4,0,338.76,55.42,3151.68,3151.68
Corporate,Standard Class,East,High,278.82,9,0,125.47,49.95,2509.38,2509.38
Corporate,Standard Class,East,High,361.96,2,0,83.25,48.64,723.92,723.92
Corporate,Standard Class,Central,Low,447.63,2,0.15,-68.49,45.04,895.254,760.97
Consumer,Second Class,West,Medium,353.88,6,0,17.69,34.32,2123.28,2123.28
Corporate,Standard Class,Central,Low,449.79,9,0.1,19.95,30.62,4048.137,3643.32
Corporate,Second Class,North Asia,High,168.6,4,0,74.16,27.71,674.4,674.4
Corporate,Second Class,Central Asia,Medium,232.08,8,0,48.72,25.86,1856.64,1856.64
Corporate,Second Class,Central,Medium,723.72,4,0.5,-217.2,21.15,2894.88,1447.44
Corporate,Standard Class,Central,High,179.89,1,0.3,-2.57,19.89,179.886,125.92
Corporate,First Class,Central,High,69.84,4,0,28.56,18.22,279.36,279.36
Corporate,Second Class,Central,Medium,180.12,2,0.5,-54.06,15.6,360.24,180.12
Corporate,Standard Class,Central,Low,106.2,4,0,42.48,14.36,424.8,424.8
Consumer,Standard Class,North,Medium,159,4,0,4.68,13.59,636,636
Corporate,First Class,Central,High,51.9,5,0,10.8,12.78,259.5,259.5
Consumer,Standard Class,South,Medium,152.25,5,0,76.05,11.94,761.25,761.25
Corporate,Standard Class,Central,Low,106.97,7,0.1,43.97,11.48,748.818,673.94
Corporate,Second Class,North Asia,High,83.88,3,0,30.96,10.95,251.64,251.64
Consumer,Standard Class,EMEA,Medium,143.79,1,0,4.29,10.71,143.79,143.79
Corporate,Standard Class,West,Medium,106.68,6,0,33.07,9.58,640.08,640.08
Consumer,Standard Class,EMEA,Medium,97.56,2,0,48.78,9.44,195.12,195.12
Corporate,Standard Class,Central,Low,51.12,4,0,21.96,8.62,204.48,204.48
Corporate,First Class,Africa,Critical,36.88,1,0.7,-84.86,7.82,36.882,11.06
Consumer,Standard Class,West,High,51.52,4,0,1.55,7.75,206.08,206.08
Corporate,Standard Class,Central,Medium,90.48,3,0,30.72,6.9,271.44,271.44
Corporate,Standard Class,Central,High,89.39,3,0.4,14.87,6.89,268.164,160.9
Consumer,First Class,North,Medium,31.28,4,0,12.48,5.8,125.12,125.12
Consumer,Second Class,North,Medium,34.98,3,0,9.06,5.52,104.94,104.94
Corporate,Standard Class,Central,Medium,101.94,3,0,9.12,5.42,305.82,305.82
Corporate,Second Class,Central Asia,Medium,50.7,2,0,10.14,5.2,101.4,101.4
Corporate,Standard Class,East,High,61.96,2,0,16.11,4.83,123.92,123.92
Corporate,First Class,Africa,Critical,14.53,1,0.7,-20.84,4.26,14.526,4.36
Consumer,Standard Class,Southeast Asia,Medium,36,4,0.47,-8.88,3.86,143.9904,76.31
Consumer,Standard Class,EMEA,Medium,61.2,1,0,18.96,3.75,61.2,61.2
Corporate,First Class,Central,High,35.1,5,0,17.55,3.62,175.5,175.5
Corporate,Second Class,Central Asia,Medium,56.76,4,0,3.96,3.35,227.04,227.04
Consumer,Standard Class,Oceania,Medium,159.44,2,0.4,-95.68,2.89,318.888,191.33
Consumer,Standard Class,Southeast Asia,Medium,27.86,3,0.17,7.7,2.64,83.5893,69.38
Corporate,First Class,Africa,Critical,7.92,1,0.7,-5.28,2.63,7.92,2.38
Consumer,First Class,EMEA,Critical,8.46,1,0,3.21,1.95,8.46,8.46
Corporate,Standard Class,Central,Low,10.08,1,0,4.62,1.75,10.08,10.08
Consumer,Standard Class,Central,High,14.94,3,0,7.02,1.52,44.82,44.82
Corporate,Standard Class,Central,Low,12.06,2,0,3.72,1.35,24.12,24.12
Corporate,Standard Class,Africa,Medium,26.14,4,0.7,-50.54,1.27,104.544,31.36
Consumer,Standard Class,Africa,Medium,45.69,1,0,7.29,0.93,45.69,45.69
Corporate,Standard Class,Africa,Medium,4.33,1,0.7,-9.98,0.24,4.329,1.3
Consumer,Standard Class,Southeast Asia,Medium,5.82,1,0.47,-3.87,0.23,5.8194,3.08
Consumer,Standard Class,East,Medium,6.08,2,0,2.07,0.22,12.16,12.16
Consumer,First Class,Southeast Asia,High,2645.38,5,0.17,-0.02,451.03,13226.88,10978.31
Consumer,Standard Class,South,High,1801.63,6,0.2,-337.81,91.97,10809.792,8647.83
Consumer,First Class,Southeast Asia,Critical,235.31,2,0.07,-12.67,66.28,470.6172,437.67
Corporate,First Class,West,Critical,362.14,3,0.2,-54.32,61.14,1086.408,869.13
Consumer,Standard Class,North,Medium,663.11,7,0.002,111.51,54.64,4641.77784,4632.49
Consumer,Standard Class,Central,Medium,444.62,4,0.4,-163.06,48.35,1778.496,1067.1
Corporate,Standard Class,North,Low,333.96,2,0,106.86,40.69,667.92,667.92
Consumer,First Class,North,Critical,213.81,1,0.002,31.69,34.21,213.81152,213.38
Consumer,First Class,Central,Critical,95.28,6,0,30.48,34.06,571.68,571.68
Consumer,Standard Class,Central,Medium,667.92,3,0.15,-110.04,33.56,2003.7645,1703.2
Corporate,Standard Class,North Asia,Medium,393.5,4,0.2,-59.14,31.94,1574.016,1259.21
Consumer,Standard Class,North,Medium,266.54,9,0.2,6.62,29.59,2398.896,1919.12
Consumer,Standard Class,Africa,Medium,312.51,1,0,3.12,20.06,312.51,312.51
Consumer,Standard Class,Africa,Medium,297.09,1,0,23.76,18.6,297.09,297.09
Corporate,First Class,West,Critical,31.05,3,0,14.9,9.44,93.15,93.15
Consumer,Standard Class,South,Medium,133.27,9,0.6,-126.65,7.36,1199.448,479.78
Consumer,First Class,Central,Critical,21.18,3,0,1.86,6.89,63.54,63.54
Consumer,Standard Class,Central,Medium,70.56,2,0.4,0,5.47,141.12,84.67
